,Name,Transaction.Date,Owner,Ticker,Asset.Name,Asset.Type,Type,Amount,Comment
11478, Susan M Collins,6/19/2014,Spouse,PG,The Procter & Gamble Company (NYSE),,Sale (Full),1001,--
11479, Susan M Collins,6/19/2014,Spouse,ROC,"Rockwood Holdings, Inc. (NYSE)",,Sale (Full),1001,--
11480, Susan M Collins,6/19/2014,Spouse,ROP,Roper Industries Inc. (NYSE),,Purchase,1001,--
11481, Susan M Collins,6/19/2014,Spouse,SBGI,"Sinclair Broadcast Group, Inc. (NASDAQ)",,Sale (Full),1001,--
11482, Susan M Collins,6/19/2014,Spouse,SRCL,"Stericycle, Inc. (NASDAQ)",,Purchase,1001,--
11483, Susan M Collins,6/19/2014,Spouse,TCAP,Triangle Capital Corporation (NYSE),,Sale (Full),1001,--
11484, Susan M Collins,6/19/2014,Spouse,UPS,"United Parcel Service, Inc. (NYSE)",,Sale (Full),1001,--
11485, Susan M Collins,6/19/2014,Spouse,WMT,Wal-Mart Stores Inc. (NYSE),,Sale (Full),1001,--
11486, Susan M Collins,6/19/2014,Spouse,WCN,Waste Connections Inc. (NYSE),,Purchase,1001,--
11487, Susan M Collins,6/19/2014,Spouse,WY,Weyerhaeuser Co. (NYSE),,Sale (Full),1001,--
11488, Susan M Collins,6/19/2014,Spouse,LMGEX,Legg Mason Batterymarch Intl Eq C (NASDAQ),,Sale (Full),15001,--
11489, Susan M Collins,5/7/2014,Spouse,ADC,Agree Realty Corp. (NYSE),,Sale (Full),1001,--
11490, Susan M Collins,5/7/2014,Spouse,AMZN,Amazon.com Inc. (NASDAQ),,Sale (Full),1001,--
11491, Susan M Collins,5/7/2014,Spouse,AMT,American Tower Corporation (NYSE),,Purchase,1001,--
11492, Susan M Collins,5/7/2014,Spouse,ARCC,Ares Capital Corporation (NASDAQ),,Sale (Full),1001,--
11493, Susan M Collins,5/7/2014,Spouse,ALV,"Autoliv, Inc. (NYSE)",,Sale (Full),1001,--
11494, Susan M Collins,5/7/2014,Spouse,BGS,B&G Foods Inc. (NYSE),,Sale (Full),1001,--
11495, Susan M Collins,5/7/2014,Spouse,BAC,Bank of America Corporation (NYSE),,Sale (Full),1001,--
11496, Susan M Collins,5/7/2014,Spouse,CBT,Cabot Corporation (NYSE),,Sale (Full),1001,--
11497, Susan M Collins,5/7/2014,Spouse,CELG,Celgene Corporation (NASDAQ),,Sale (Full),1001,--
11498, Susan M Collins,5/7/2014,Spouse,CHCO,City Holding Co. (NASDAQ),,Sale (Full),1001,--
11499, Susan M Collins,5/7/2014,Spouse,CLNY,"Colony Financial, Inc. (NYSE)",,Sale (Full),1001,--
11500, Susan M Collins,5/7/2014,Spouse,CTBI,Community Trust Bancorp Inc. (NASDAQ),,Sale (Full),1001,--
11501, Susan M Collins,5/7/2014,Spouse,CPSI,Computer Programs & Systems Inc. (NASDAQ),,Sale (Full),1001,--
11502, Susan M Collins,5/7/2014,Spouse,CNSL,Consolidated Communications Holdings Inc. (NASDAQ),,Sale (Full),1001,--
11503, Susan M Collins,5/7/2014,Spouse,CY,Cypress Semiconductor Corporation (NASDAQ),,Sale (Full),1001,--
11504, Susan M Collins,5/7/2014,Spouse,CYS,"CYS Investments, Inc. (NYSE)",,Sale (Full),1001,--
11505, Susan M Collins,5/7/2014,Spouse,DLR,Digital Realty Trust Inc. (NYSE),,Sale (Full),1001,--
11506, Susan M Collins,5/7/2014,Spouse,DIS,The Walt Disney Company (NYSE),,Purchase,1001,--
11507, Susan M Collins,5/7/2014,Spouse,ESRX,Express Scripts Holding Company (NASDAQ),,Purchase,1001,--
11508, Susan M Collins,5/7/2014,Spouse,FB,"Facebook, Inc. (NASDAQ)",,Sale (Full),1001,--
11509, Susan M Collins,5/7/2014,Spouse,FFBC,First Financial Bancorp. (NASDAQ),,Sale (Full),1001,--
11510, Susan M Collins,5/7/2014,Spouse,FMER,FirstMerit Corporation (NASDAQ),,Sale (Full),1001,--
11511, Susan M Collins,5/7/2014,Spouse,FLY,FLY Leasing Limited (NYSE),,Sale (Full),1001,--
11512, Susan M Collins,5/7/2014,Spouse,GM,General Motors Company (NYSE),,Sale (Full),1001,--
11513, Susan M Collins,5/7/2014,Spouse,HNI,HNI Corp. (NYSE),,Sale (Full),1001,--
11514, Susan M Collins,5/7/2014,Spouse,HAS,Hasbro Inc. (NASDAQ),,Sale (Full),1001,--
11515, Susan M Collins,5/7/2014,Spouse,HTS,Hatteras Financial Corp (NYSE),,Sale (Full),1001,--
11516, Susan M Collins,5/7/2014,Spouse,HMC,"Honda Motor Co., Ltd. (NYSE)",,Sale (Full),1001,--
11517, Susan M Collins,5/7/2014,Spouse,IEX,IDEX Corporation (NYSE),,Sale (Full),1001,--
11518, Susan M Collins,5/7/2014,Spouse,IP,International Paper Company (NYSE),,Sale (Full),1001,--
11519, Susan M Collins,5/7/2014,Spouse,JCOM,"j2 Global, Inc. (NASDAQ)",,Sale (Full),1001,--
11520, Susan M Collins,5/7/2014,Spouse,LDR,Landauer Inc. (NYSE),,Sale (Full),1001,--
11521, Susan M Collins,5/7/2014,Spouse,MTSC,MTS Systems Corporation (NASDAQ),,Sale (Full),1001,--
11522, Susan M Collins,5/7/2014,Spouse,M,"Macy's, Inc. (NYSE)",,Sale (Full),1001,--
11523, Susan M Collins,5/7/2014,Spouse,MXIM,"Maxim Integrated Products, Inc. (NASDAQ)",,Sale (Full),1001,--
11524, Susan M Collins,5/7/2014,Spouse,MGRC,McGrath Rentcorp (NASDAQ),,Sale (Full),1001,--
11525, Susan M Collins,5/7/2014,Spouse,NWL,Newell Rubbermaid Inc. (NYSE),,Sale (Full),1001,--
11526, Susan M Collins,5/7/2014,Spouse,NEE,"NextEra Energy, Inc. (NYSE)",,Sale (Full),1001,--
11527, Susan M Collins,5/7/2014,Spouse,OHI,Omega Healthcare Investors Inc. (NYSE),,Sale (Full),1001,--
11528, Susan M Collins,5/7/2014,Spouse,ORCL,Oracle Corporation (NYSE),,Sale (Full),1001,--
11529, Susan M Collins,5/7/2014,Spouse,PACW,PacWest Bancorp (NASDAQ),,Sale (Full),1001,--
11530, Susan M Collins,5/7/2014,Spouse,PWE,Penn West Petroleum Ltd. (NYSE),,Sale (Full),1001,--
11531, Susan M Collins,5/7/2014,Spouse,PEP,"Pepsico, Inc. (NYSE)",,Purchase,15001,--
11532, Susan M Collins,5/7/2014,Spouse,QCOM,QUALCOMM Incorporated (NASDAQ),,Purchase,15001,--
11533, Susan M Collins,5/7/2014,Spouse,RHHBY,Roche Holding AG (OTC Markets),,Purchase,15001,--
11534, Susan M Collins,5/7/2014,Spouse,RPM,RPM International Inc. (NYSE),,Sale (Full),1001,--
11535, Susan M Collins,5/7/2014,Spouse,SE,Spectra Energy Corp. (NYSE),,Purchase,15001,--
11536, Susan M Collins,5/7/2014,Spouse,SBUX,Starbucks Corporation (NASDAQ),,Purchase,1001,--
11537, Susan M Collins,5/7/2014,Spouse,HOT,Starwood Hotels & Resorts Worldwide Inc. (NYSE),,Sale (Full),1001,--
11538, Susan M Collins,5/7/2014,Spouse,TAL,"TAL International Group, Inc. (NYSE)",,Sale (Full),1001,--
11539, Susan M Collins,5/7/2014,Spouse,TGT,Target Corp. (NYSE),,Sale (Full),1001,--
11540, Susan M Collins,5/7/2014,Spouse,TEL,TE Connectivity Ltd. (NYSE),,Sale (Full),1001,--
11541, Susan M Collins,5/7/2014,Spouse,TUP,Tupperware Brands Corporation (NYSE),,Sale (Full),1001,--
11542, Susan M Collins,5/7/2014,Spouse,UMPQ,Umpqua Holdings Corporation (NASDAQ),,Sale (Full),1001,--
11543, Susan M Collins,5/7/2014,Spouse,UL,Unilever plc (NYSE),,Purchase,1001,--
11544, Susan M Collins,5/7/2014,Spouse,UNP,Union Pacific Corporation (NYSE),,Purchase,15001,--
11545, Susan M Collins,5/7/2014,Spouse,UTX,United Technologies Corp. (NYSE),,Purchase,1001,--
11546, Susan M Collins,5/7/2014,Spouse,VFC,V.F. Corporation (NYSE),,Purchase,1001,--
11547, Susan M Collins,5/7/2014,Spouse,VRX,"Valeant Pharmaceuticals International, Inc. (NYSE)",,Sale (Full),1001,--
11548, Susan M Collins,5/7/2014,Spouse,VR,"Validus Holdings, Ltd. (NYSE)",,Sale (Full),1001,--
11549, Susan M Collins,5/7/2014,Spouse,VVC,Vectren Corporation (NYSE),,Sale (Full),1001,--
11550, Susan M Collins,5/7/2014,Spouse,WM,"Waste Management, Inc. (NYSE)",,Sale (Full),1001,--
11551, Susan M Collins,5/7/2014,Spouse,WFC,Wells Fargo & Company (NYSE),,Purchase,15001,--
11552, Susan M Collins,5/7/2014,Spouse,YHOO,Yahoo! Inc. (NASDAQ),,Sale (Full),1001,--
11553, Susan M Collins,9/8/2020,Spouse,--,"Federal Farm Credit Bank 3133EL7F5
Rate/Coupon: 0.180%
Matures: 09/15/2022",Corporate Bond,Purchase,15001,--
11554, Susan M Collins,3/28/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,1001,--
11555, Susan M Collins,3/31/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,1001,--
11556, Susan M Collins,3/31/2014,Spouse,ACE,ACE Limited (NYSE),,Sale (Partial),1001,--
11557, Susan M Collins,3/28/2014,Spouse,WIN,"Windstream Holdings, Inc. (NASDAQ)",,Sale (Partial),1001,--
11558, Susan M Collins,4/2/2014,Spouse,C,Citigroup Inc. (NYSE),,Sale (Partial),1001,--
11559, Susan M Collins,4/29/2021,Spouse,--,"ME St Health & Higher Ed 560427VR4
Rate/Coupon: 3.000%
Matures: 07/01/2023",Municipal Security,Purchase,50001,--
11560, Susan M Collins,4/29/2021,Spouse,--,"ME St Muni Bond Bank 56045RWK1
Rate/Coupon: 2.625%
Matures: 09/01/2028",Municipal Security,Purchase,15001,--
15164, Shelley M Capito,4/24/2018,Spouse,XOM,Exxon Mobil Corporation,Stock,Purchase,1001,--
15165, Shelley M Capito,4/24/2018,Spouse,FDS,FactSet Research Systems Inc.,Stock,Purchase,1001,--
15166, Shelley M Capito,4/24/2018,Spouse,GD,General Dynamics Corporation,Stock,Purchase,1001,--
15167, Shelley M Capito,4/24/2018,Spouse,GIS,"General Mills, Inc.",Stock,Purchase,1001,--
15168, Shelley M Capito,4/24/2018,Spouse,HRS,Harris Corporation,Stock,Purchase,1001,--
15169, Shelley M Capito,4/24/2018,Spouse,ITW,Illinois Tool Works Inc.,Stock,Purchase,1001,--
15170, Shelley M Capito,4/24/2018,Spouse,IBM.MX,International Business Machines Corporation,Stock,Purchase,1001,--
15171, Shelley M Capito,4/24/2018,Spouse,JNJ,Johnson & Johnson,Stock,Purchase,1001,--
15172, Shelley M Capito,4/24/2018,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,1001,--
15173, Shelley M Capito,4/24/2018,Spouse,MCD,McDonald's Corporation,Stock,Purchase,1001,--
15174, Shelley M Capito,4/24/2018,Spouse,MDT,Medtronic plc,Stock,Purchase,1001,--
15175, Shelley M Capito,4/24/2018,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,1001,--
15176, Shelley M Capito,4/24/2018,Spouse,JPM,JPMorgan Chase & Co.,Stock,Purchase,1001,--
11574, Susan M Collins,12/15/2015,Spouse,--,"Fed Farm Credit Bank
Rate/Coupon: 1.7%
Matures: 07/08/2020",Corporate Bond,Purchase,15001,--
15177, Shelley M Capito,4/24/2018,Spouse,NEE,"NextEra Energy, Inc.",Stock,Purchase,1001,--
15178, Shelley M Capito,4/24/2018,Spouse,NKE,"NIKE, Inc.",Stock,Purchase,1001,--
15179, Shelley M Capito,4/24/2018,Spouse,NSC,Norfolk Southern Corporation,Stock,Purchase,1001,--
15180, Shelley M Capito,4/24/2018,Spouse,NVS,Novartis AG,Stock,Purchase,1001,--
11579, Susan M Collins,3/28/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,1001,--
11580, Susan M Collins,3/31/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,1001,--
11581, Susan M Collins,3/31/2014,Spouse,ACE,ACE Limited (NYSE),,Sale (Partial),1001,--
11582, Susan M Collins,3/28/2014,Spouse,WIN,"Windstream Holdings, Inc. (NASDAQ)",,Sale (Partial),1001,--
11583, Susan M Collins,4/2/2014,Spouse,C,Citigroup Inc. (NYSE),,Sale (Partial),1001,--
11584, Susan M Collins,9/18/2019,Spouse,--,"Federal Farm Credit Bk 3133EKQ90
Rate/Coupon: 2.000%
Matures: 09/23/2022",Corporate Bond,Purchase,15001,--
11585, Susan M Collins,9/16/2019,Spouse,--,"Federal Farm Credit Bk 3133EGU94
Rate/Coupon: 2.300%
Matures: 12/14/2022",Corporate Bond,Sale (Full),15001,--
15181, Shelley M Capito,4/24/2018,Spouse,PAYX,"Paychex, Inc.",Stock,Purchase,1001,--
11587, Susan M Collins,6/19/2014,Spouse,AIT,"Applied Industrial Technologies, Inc. (NYSE)",,Sale (Full),1001,--
11588, Susan M Collins,6/19/2014,Spouse,BMY,Bristol-Myers Squibb Company (NYSE),,Sale (Full),1001,--
11589, Susan M Collins,6/19/2014,Spouse,CMO,Capstead Mortgage Corp. (NYSE),,Sale (Full),1001,--
11590, Susan M Collins,6/19/2014,Spouse,C,Citigroup Inc. (NYSE),,Sale (Full),1001,--
11591, Susan M Collins,6/19/2014,Spouse,CR,Crane Co. (NYSE),,Sale (Full),1001,--
11592, Susan M Collins,6/19/2014,Spouse,FNF,"Fidelity National Financial, Inc. (NYSE)",,Sale (Full),1001,--
11593, Susan M Collins,6/19/2014,Spouse,AJG,Arthur J Gallagher & Co. (NYSE),,Sale (Full),1001,--
11594, Susan M Collins,6/19/2014,Spouse,GS,"The Goldman Sachs Group, Inc. (NYSE)",,Sale (Full),1001,--
11595, Susan M Collins,6/19/2014,Spouse,GOOGL,Google Inc. (NASDAQ),,Purchase,1001,--
11596, Susan M Collins,6/19/2014,Spouse,HFC,HollyFrontier Corporation (NYSE),,Sale (Full),1001,--
11597, Susan M Collins,6/19/2014,Spouse,LVS,Las Vegas Sands Corp. (NYSE),,Sale (Full),1001,--
11598, Susan M Collins,6/19/2014,Spouse,MPW,Medical Properties Trust Inc. (NYSE),,Sale (Full),1001,--
11599, Susan M Collins,6/19/2014,Spouse,MCHP,Microchip Technology Inc. (NASDAQ),,Purchase,1001,--
11600, Susan M Collins,6/19/2014,Spouse,OXY,Occidental Petroleum Corporation (NYSE),,Sale (Full),1001,--
11601, Susan M Collins,6/19/2014,Spouse,PRE,PartnerRe Ltd. (NYSE),,Sale (Full),1001,--
11602, Susan M Collins,6/19/2014,Spouse,PRGO,Perrigo Company Public Limited Company (NYSE),,Purchase,1001,--
11603, Susan M Collins,6/19/2014,Spouse,PNM,"PNM Resources, Inc. (NYSE)",,Sale (Full),1001,--
11604, Susan M Collins,6/19/2014,Spouse,PX,Praxair Inc. (NYSE),,Purchase,1001,--
11605, Susan M Collins,6/19/2014,Spouse,PG,The Procter & Gamble Company (NYSE),,Sale (Full),1001,--
11606, Susan M Collins,6/19/2014,Spouse,ROC,"Rockwood Holdings, Inc. (NYSE)",,Sale (Full),1001,--
11607, Susan M Collins,6/19/2014,Spouse,ROP,Roper Industries Inc. (NYSE),,Purchase,1001,--
11608, Susan M Collins,6/19/2014,Spouse,SBGI,"Sinclair Broadcast Group, Inc. (NASDAQ)",,Sale (Full),1001,--
11609, Susan M Collins,6/19/2014,Spouse,SRCL,"Stericycle, Inc. (NASDAQ)",,Purchase,1001,--
15182, Shelley M Capito,4/24/2018,Spouse,PEP,"PepsiCo, Inc.",Stock,Purchase,1001,--
11611, Susan M Collins,6/19/2014,Spouse,UPS,"United Parcel Service, Inc. (NYSE)",,Sale (Full),1001,--
11612, Susan M Collins,6/19/2014,Spouse,WMT,Wal-Mart Stores Inc. (NYSE),,Sale (Full),1001,--
11613, Susan M Collins,6/19/2014,Spouse,WCN,Waste Connections Inc. (NYSE),,Purchase,1001,--
11614, Susan M Collins,6/19/2014,Spouse,WY,Weyerhaeuser Co. (NYSE),,Sale (Full),1001,--
11615, Susan M Collins,6/19/2014,Spouse,LMGEX,Legg Mason Batterymarch Intl Eq C (NASDAQ),,Sale (Full),15001,--
15183, Shelley M Capito,4/24/2018,Spouse,PSX,Phillips 66,Stock,Purchase,1001,--
15184, Shelley M Capito,4/24/2018,Spouse,PII,Polaris Industries Inc.,Stock,Purchase,1001,--
15185, Shelley M Capito,4/24/2018,Spouse,PX,"Praxair, Inc.",Stock,Purchase,1001,--
15186, Shelley M Capito,4/24/2018,Spouse,PG,The Procter & Gamble Company,Stock,Purchase,1001,--
15187, Shelley M Capito,4/24/2018,Spouse,QCOM,QUALCOMM Incorporated,Stock,Purchase,1001,--
15188, Shelley M Capito,4/24/2018,Spouse,SYY,Sysco Corporation,Stock,Purchase,1001,--
15189, Shelley M Capito,4/24/2018,Spouse,TGT,Target Corporation,Stock,Purchase,1001,--
15190, Shelley M Capito,4/24/2018,Spouse,MMM,3M Company,Stock,Purchase,1001,--
15191, Shelley M Capito,4/24/2018,Spouse,USB,U.S. Bancorp,Stock,Purchase,1001,--
15192, Shelley M Capito,4/24/2018,Spouse,UTX,United Technologies Corporation,Stock,Purchase,1001,--
15193, Shelley M Capito,4/24/2018,Spouse,VFC,V.F. Corporation,Stock,Purchase,1001,--
15194, Shelley M Capito,4/24/2018,Spouse,WMT,Walmart Inc.,Stock,Purchase,1001,--
11628, Susan M Collins,12/20/2016,Spouse,--,"Washington State Federal Highway Grant
Rate/Coupon: 5.0%
Matures: 09/01/2019",Municipal Security,Purchase,15001,Federal Government grant.
15195, Shelley M Capito,4/24/2018,Spouse,WEC,"WEC Energy Group, Inc.",Stock,Purchase,1001,--
15196, Shelley M Capito,4/4/2018,Self,MDLZ,"Mondelez International, Inc.",Stock,Purchase,1001,--
15197, Shelley M Capito,4/5/2018,Spouse,UBSI,"United Bankshares, Inc.",Stock,Sale (Partial),15001,--
15198, Shelley M Capito,4/5/2018,Spouse,AFL,Aflac Incorporated,Stock,Purchase,1001,--
15199, Shelley M Capito,4/5/2018,Spouse,T,AT&T Inc.,Stock,Purchase,1001,--
15200, Shelley M Capito,4/5/2018,Spouse,ABT,Abbott Laboratories,Stock,Purchase,1001,--
15201, Shelley M Capito,4/5/2018,Spouse,ACN,Accenture plc,Stock,Purchase,1001,--
15202, Shelley M Capito,4/4/2018,Spouse,APD,"Air Products and Chemicals, Inc.",Stock,Purchase,1001,--
15203, Shelley M Capito,4/5/2018,Spouse,AMGN,Amgen Inc.,Stock,Purchase,1001,--
15204, Shelley M Capito,4/5/2018,Spouse,ADI,"Analog Devices, Inc.",Stock,Purchase,1001,--
15205, Shelley M Capito,4/5/2018,Spouse,ADP,"Automatic Data Processing, Inc.",Stock,Purchase,1001,--
15206, Shelley M Capito,4/5/2018,Spouse,BDX,"Becton, Dickinson and Company",Stock,Purchase,1001,--
15207, Shelley M Capito,4/5/2018,Spouse,BLK,"BlackRock, Inc.",Stock,Purchase,1001,--
15208, Shelley M Capito,4/5/2018,Spouse,CVX,Chevron Corporation,Stock,Purchase,1001,--
15209, Shelley M Capito,4/5/2018,Spouse,CB,Chubb Limited,Stock,Purchase,1001,--
11644, Susan M Collins,9/8/2016,Spouse,SYK,"Stryker Corporation
Rate/Coupon: 2.0%
Matures: 03/08/2019",Corporate Bond,Purchase,50001,--
11645, Susan M Collins,9/16/2016,Spouse,--,"Federal Farm Credit Bank 3133EGFP5
Rate/Coupon: 1.83%
Matures: 06/12/2022",Corporate Bond,Purchase,50001,--
15210, Shelley M Capito,4/5/2018,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,1001,--
15211, Shelley M Capito,4/5/2018,Spouse,CLX,The Clorox Company,Stock,Purchase,1001,--
15212, Shelley M Capito,4/5/2018,Spouse,CL,Colgate-Palmolive Company,Stock,Purchase,1001,--
15213, Shelley M Capito,4/5/2018,Spouse,EMR,Emerson Electric Co.,Stock,Purchase,1001,--
15214, Shelley M Capito,4/5/2018,Spouse,ES,Eversource Energy,Stock,Purchase,1001,--
15215, Shelley M Capito,4/5/2018,Spouse,GD,General Dynamics Corporation,Stock,Purchase,1001,--
11652, Susan M Collins,6/30/2016,Spouse,--,"Federal Home Loan Bank 3130A8LS0
Rate/Coupon: 1.5%
Matures: 06/30/2021",Corporate Bond,Purchase,15001,--
11653, Susan M Collins,6/30/2016,Spouse,--,"Federal Farm Credit Bank 3133EFZT7
Rate/Coupon: 1.4%
Matures: 02/24/2020",Corporate Bond,Purchase,50001,--
11654, Susan M Collins,6/28/2016,Spouse,--,"Federal Farm Credit Bank 3133EFHP5
Rate/Coupon: 1.7%
Matures: 07/08/2020",Corporate Bond,Sale (Full),15001,--
11655, Susan M Collins,4/3/2014,Spouse,CRM,"Salesforce.com, Inc (NYSE)",,Sale (Partial),1001,--
11656, Susan M Collins,4/3/2014,Spouse,RHT,"Red Hat, Inc. (NYSE)",,Sale (Partial),1001,--
11657, Susan M Collins,4/3/2014,Spouse,CELG,Celgene Corporation (NASDAQ),,Sale (Partial),1001,--
11658, Susan M Collins,4/3/2014,Spouse,GM,General Motors Company (NYSE),,Sale (Partial),1001,--
11659, Susan M Collins,4/3/2014,Spouse,UTX,United Technologies Corp. (NYSE),,Purchase,1001,--
11660, Susan M Collins,4/3/2014,Spouse,M,"Macy's, Inc. (NYSE)",,Purchase,1001,--
11661, Susan M Collins,4/3/2014,Spouse,MSFT,Microsoft Corporation (NASDAQ),,Purchase,1001,--
11662, Susan M Collins,4/4/2014,Spouse,RHHBY,Roche Holding AG (OTC Markets),,Purchase,1001,--
11663, Susan M Collins,4/3/2014,Spouse,CELG,Celgene Corporation (NASDAQ),,Sale (Partial),1001,--
11664, Susan M Collins,4/3/2014,Spouse,CRM,"Salesforce.com, Inc (NYSE)",,Sale (Partial),1001,--
15216, Shelley M Capito,4/5/2018,Spouse,HRS,Harris Corporation,Stock,Purchase,1001,--
15217, Shelley M Capito,4/5/2018,Spouse,ITW,Illinois Tool Works Inc.,Stock,Purchase,1001,--
15218, Shelley M Capito,4/5/2018,Spouse,JNJ,Johnson & Johnson,Stock,Purchase,1001,--
15219, Shelley M Capito,4/5/2018,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,1001,--
15220, Shelley M Capito,4/6/2018,Spouse,MCD,McDonald's Corporation,Stock,Purchase,1001,--
15221, Shelley M Capito,4/5/2018,Spouse,MDT,Medtronic plc,Stock,Purchase,1001,--
15222, Shelley M Capito,4/5/2018,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,1001,--
15223, Shelley M Capito,4/5/2018,Spouse,JPM,JPMorgan Chase & Co.,Stock,Purchase,1001,--
11673, Susan M Collins,3/9/2016,Spouse,--,"JPMorgan Chase & Co
Rate/Coupon: 2.55%
Matures: 03/01/2021",Corporate Bond,Purchase,15001,--
15224, Shelley M Capito,4/5/2018,Spouse,NEE,"NextEra Energy, Inc.",Stock,Purchase,1001,--
15225, Shelley M Capito,4/5/2018,Spouse,NSC,Norfolk Southern Corporation,Stock,Purchase,1001,--
15226, Shelley M Capito,4/5/2018,Spouse,PAYX,"Paychex, Inc.",Stock,Purchase,1001,--
15227, Shelley M Capito,4/5/2018,Spouse,PEP,"PepsiCo, Inc.",Stock,Purchase,1001,--
11678, Susan M Collins,3/4/2014,Spouse,RHT,"Red Hat, Inc. (NYSE)",,Purchase,1001,--
11679, Susan M Collins,3/7/2014,Spouse,GE,General Electric Company (NYSE),,Sale (Partial),1001,--
11680, Susan M Collins,3/7/2014,Spouse,SLB,Schlumberger Limited (NYSE),,Purchase,1001,--
11681, Susan M Collins,3/7/2014,Spouse,FB,"Facebook, Inc. (NASDAQ)",,Purchase,1001,--
11682, Susan M Collins,3/11/2014,Spouse,VRX,"Valeant Pharmaceuticals International, Inc. (NYSE)",,Purchase,1001,--
11683, Susan M Collins,3/11/2014,Spouse,ACE,ACE Limited (NYSE),,Sale (Partial),1001,--
11684, Susan M Collins,3/12/2014,Spouse,NWL,Newell Rubbermaid Inc. (NYSE),,Sale (Partial),1001,--
11685, Susan M Collins,1/31/2017,Spouse,--,"Federal Farm Credit Bank 3133EGU94
Rate/Coupon: 2.300%
Matures: 12/14/2022",Corporate Bond,Purchase,15001,--
11686, Susan M Collins,6/19/2014,Spouse,AGCO,AGCO Corporation (NYSE),,Sale (Full),1001,--
11687, Susan M Collins,6/19/2014,Spouse,AIT,"Applied Industrial Technologies, Inc. (NYSE)",,Sale (Full),1001,--
11688, Susan M Collins,6/19/2014,Spouse,BMY,Bristol-Myers Squibb Company (NYSE),,Sale (Full),1001,--
11689, Susan M Collins,6/19/2014,Spouse,CMO,Capstead Mortgage Corp. (NYSE),,Sale (Full),1001,--
11690, Susan M Collins,6/19/2014,Spouse,C,Citigroup Inc. (NYSE),,Sale (Full),1001,--
11691, Susan M Collins,6/19/2014,Spouse,CR,Crane Co. (NYSE),,Sale (Full),1001,--
11692, Susan M Collins,6/19/2014,Spouse,FNF,"Fidelity National Financial, Inc. (NYSE)",,Sale (Full),1001,--
11693, Susan M Collins,6/19/2014,Spouse,AJG,Arthur J Gallagher & Co. (NYSE),,Sale (Full),1001,--
11694, Susan M Collins,6/19/2014,Spouse,GS,"The Goldman Sachs Group, Inc. (NYSE)",,Sale (Full),1001,--
11695, Susan M Collins,6/19/2014,Spouse,GOOGL,Google Inc. (NASDAQ),,Purchase,1001,--
11696, Susan M Collins,6/19/2014,Spouse,HFC,HollyFrontier Corporation (NYSE),,Sale (Full),1001,--
11697, Susan M Collins,6/19/2014,Spouse,LVS,Las Vegas Sands Corp. (NYSE),,Sale (Full),1001,--
11698, Susan M Collins,6/19/2014,Spouse,MPW,Medical Properties Trust Inc. (NYSE),,Sale (Full),1001,--
11699, Susan M Collins,6/19/2014,Spouse,MCHP,Microchip Technology Inc. (NASDAQ),,Purchase,1001,--
11700, Susan M Collins,6/19/2014,Spouse,OXY,Occidental Petroleum Corporation (NYSE),,Sale (Full),1001,--
11701, Susan M Collins,6/19/2014,Spouse,PRE,PartnerRe Ltd. (NYSE),,Sale (Full),1001,--
11702, Susan M Collins,6/19/2014,Spouse,PRGO,Perrigo Company Public Limited Company (NYSE),,Purchase,1001,--
11703, Susan M Collins,6/19/2014,Spouse,PNM,"PNM Resources, Inc. (NYSE)",,Sale (Full),1001,--
11704, Susan M Collins,6/19/2014,Spouse,PX,Praxair Inc. (NYSE),,Purchase,1001,--
11705, Susan M Collins,6/19/2014,Spouse,PG,The Procter & Gamble Company (NYSE),,Sale (Full),1001,--
11706, Susan M Collins,6/19/2014,Spouse,ROC,"Rockwood Holdings, Inc. (NYSE)",,Sale (Full),1001,--
11707, Susan M Collins,6/19/2014,Spouse,ROP,Roper Industries Inc. (NYSE),,Purchase,1001,--
11708, Susan M Collins,6/19/2014,Spouse,SBGI,"Sinclair Broadcast Group, Inc. (NASDAQ)",,Sale (Full),1001,--
11709, Susan M Collins,6/19/2014,Spouse,SRCL,"Stericycle, Inc. (NASDAQ)",,Purchase,1001,--
11710, Susan M Collins,6/19/2014,Spouse,TCAP,Triangle Capital Corporation (NYSE),,Sale (Full),1001,--
11711, Susan M Collins,6/19/2014,Spouse,UPS,"United Parcel Service, Inc. (NYSE)",,Sale (Full),1001,--
11712, Susan M Collins,6/19/2014,Spouse,WMT,Wal-Mart Stores Inc. (NYSE),,Sale (Full),1001,--
11713, Susan M Collins,6/19/2014,Spouse,WCN,Waste Connections Inc. (NYSE),,Purchase,1001,--
11714, Susan M Collins,6/19/2014,Spouse,WY,Weyerhaeuser Co. (NYSE),,Sale (Full),1001,--
11715, Susan M Collins,6/19/2014,Spouse,LMGEX,Legg Mason Batterymarch Intl Eq C (NASDAQ),,Sale (Full),15001,--
