,Name,Transaction.Date,Owner,Ticker,Asset.Name,Asset.Type,Type,Amount,Comment
1, Sheldon Whitehouse,11/25/2014,Self,M,"Macy's, Inc. (NYSE)",Stock,Purchase,1001,--
2, Sheldon Whitehouse,12/18/2014,Self,BEAV,B/E Aerospace Inc. (NASDAQ),Stock,Sale (Full),15001,--
3, Sheldon Whitehouse,12/18/2014,Self,KORS,Michael Kors Holdings Limited (NYSE),Stock,Sale (Partial),1001,--
4, Sheldon Whitehouse,12/18/2014,Self,T,"AT&T, Inc. (NYSE)",Stock,Purchase,1001,--
5, Sheldon Whitehouse,12/18/2014,Self,KEYS,"Keysight Technologies, Inc. (NYSE)",Stock,Sale (Full),1001,Agilent Tech common stock completed a spinoff on 10/22/14 to Keysight Tech
6, Sheldon Whitehouse,12/18/2014,Self,ABBV,AbbVie Inc. (NYSE),Stock,Purchase,1001,--
7, Sheldon Whitehouse,12/18/2014,Self,SSYS,Stratasys Ltd. (NASDAQ),Stock,Sale (Full),1001,--
8, Sheldon Whitehouse,12/18/2014,Self,HYH,"Halyard Health, Inc. (NYSE)",Stock,Sale (Full),1001,KMB completed a spinoff of its health care business business now known as HYH on 11/01/14
9, Sheldon Whitehouse,12/18/2014,Self,AMGN,Amgen Inc. (NASDAQ),Stock,Purchase,15001,--
10, Sheldon Whitehouse,11/25/2014,Joint,PRU,"Prudential Financial, Inc. (NYSE)",Stock,Purchase,1001,--
11, Sheldon Whitehouse,11/25/2014,Joint,PCAR,PACCAR Inc. (NASDAQ),Stock,Purchase,1001,--
12, Sheldon Whitehouse,12/18/2014,Joint,CMRE,Costamare Inc. (NYSE),Stock,Purchase,1001,--
13, Sheldon Whitehouse,11/25/2014,Child,IBM,International Business Machines Corporation (NYSE),Stock,Sale (Partial),1001,--
14, Sheldon Whitehouse,11/25/2014,Child,PCAR,PACCAR Inc. (NASDAQ),Stock,Purchase,1001,--
15, Sheldon Whitehouse,12/18/2014,Child,KORS,Michael Kors Holdings Limited (NYSE),Stock,Sale (Partial),1001,--
16, Sheldon Whitehouse,12/18/2014,Child,T,"AT&T, Inc. (NYSE)",Stock,Purchase,1001,--
17, Sheldon Whitehouse,12/18/2014,Child,ORCL,Oracle Corporation (NYSE),Stock,Purchase,1001,--
18, Sheldon Whitehouse,12/18/2014,Spouse,TJX,"The TJX Companies, Inc. (NYSE)",Stock,Purchase,1001,--
6295, A. Mitchell McConnell Jr.,3/5/2019,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6296, A. Mitchell McConnell Jr.,9/7/2017,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
21, Sheldon Whitehouse,4/7/2021,Joint,--,"GENERAL ELECTRIC CO FIXED TO 012021
Rate/Coupon: 5.0%
Matures: 04/07/2061",Corporate Bond,Sale (Full),15001,Callable 1/21/21
6297, A. Mitchell McConnell Jr.,12/5/2017,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6298, A. Mitchell McConnell Jr.,3/5/2018,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6299, A. Mitchell McConnell Jr.,3/3/2021,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6300, A. Mitchell McConnell Jr.,9/6/2018,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6301, A. Mitchell McConnell Jr.,6/1/2018,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6302, A. Mitchell McConnell Jr.,12/3/2020,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6303, A. Mitchell McConnell Jr.,9/2/2020,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6304, A. Mitchell McConnell Jr.,6/3/2021,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6305, A. Mitchell McConnell Jr.,9/1/2019,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
31, Sheldon Whitehouse,10/2/2014,Self,UL,Unilever plc (NYSE),Stock,Purchase,1001,--
32, Sheldon Whitehouse,10/2/2014,Self,A,Agilent Technologies Inc. (NYSE),Stock,Purchase,1001,--
33, Sheldon Whitehouse,10/2/2014,Self,M,"Macy's, Inc. (NYSE)",Stock,Purchase,1001,--
34, Sheldon Whitehouse,10/2/2014,Self,YUM,"Yum! Brands, Inc. (NYSE)",Stock,Sale (Full),15001,--
35, Sheldon Whitehouse,10/2/2014,Self,KORS,Michael Kors Holdings Limited (NYSE),Stock,Purchase,1001,--
36, Sheldon Whitehouse,10/7/2014,Self,UL,Unilever plc (NYSE),Stock,Purchase,1001,--
37, Sheldon Whitehouse,10/7/2014,Self,TRIP,TripAdvisor Inc. (NASDAQ),Stock,Purchase,1001,--
38, Sheldon Whitehouse,10/14/2014,Joint,CY,Cypress Semiconductor Corporation (NASDAQ),Stock,Purchase,1001,--
39, Sheldon Whitehouse,10/14/2014,Joint,BMY,Bristol-Myers Squibb Company (NYSE),Stock,Purchase,1001,--
6306, A. Mitchell McConnell Jr.,6/9/2016,Spouse,IR,IR-Ingersoll-Rand Plc,Stock,Sale (Partial),50001,2015 Issued IR RSUs vested and actual shares issued; part of shares sold w/ remainder in UBS CSSP
41, Sheldon Whitehouse,10/2/2014,Child,SBUX,Starbucks Corporation (NASDAQ),Stock,Purchase,1001,--
42, Sheldon Whitehouse,10/14/2014,Child,SBUX,Starbucks Corporation (NASDAQ),Stock,Purchase,1001,--
43, Sheldon Whitehouse,10/2/2014,Self,QQQ,"PowerShares QQQ Trust, Series 1 (NASDAQ)",Stock,Purchase,1001,--
6307, A. Mitchell McConnell Jr.,2/2/2017,Spouse,IR,IR-Ingersoll-Rand Plc,Stock,Sale (Partial),50001,2016 Issued IR RSUs vested and actual shares issued; part of shares sold w/ remainder in UBS CSSP
6308, A. Mitchell McConnell Jr.,4/21/2017,Spouse,AMCP,"AMCP Security Holdings, L.P. Incentive Units (parent of Centerra)",Stock,Sale (Full),15001,"Transaction is due to sale of a security from redemption of incentive units vested on April 21, 2017"
6309, A. Mitchell McConnell Jr.,3/4/2020,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6310, A. Mitchell McConnell Jr.,6/3/2019,Spouse,IR,Ingersoll-Rand Plc,Stock,Sale (Full),250001,Complete Disposition of Ingersoll Rand Stock
6311, A. Mitchell McConnell Jr.,6/3/2019,Spouse,VMC,Vulcan Materials Company,Stock,Sale (Full),250001,Complete Disposition of Vulcan Materials Stock
6312, A. Mitchell McConnell Jr.,6/3/2020,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6313, A. Mitchell McConnell Jr.,12/4/2019,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6314, A. Mitchell McConnell Jr.,6/1/2019,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6315, A. Mitchell McConnell Jr.,12/5/2018,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,1001,Dividend Reinvestment
6848, Angus S King Jr.,4/23/2018,Spouse,GILD,"Gilead Sciences, Inc.",Stock,Sale (Partial),1001,--
6850, Angus S King Jr.,7/20/2017,Spouse,IBM,International Business Machines Corporation,Stock,Sale (Full),1001,--
6858, Angus S King Jr.,12/16/2015,Spouse,KMI,"Kinder Morgan, Inc.",Stock,Sale (Full),1001,--
56, Sheldon Whitehouse,8/14/2014,Self,GPRO,"GoPro, Inc. (NASDAQ)",Stock,Purchase,1001,--
57, Sheldon Whitehouse,8/7/2014,Self,KORS,Michael Kors Holdings Limited (NYSE),Stock,Purchase,1001,--
58, Sheldon Whitehouse,8/7/2014,Self,UL,Unilever plc (NYSE),Stock,Purchase,1001,--
59, Sheldon Whitehouse,7/29/2014,Self,AXP,American Express Company (NYSE),Stock,Purchase,1001,--
60, Sheldon Whitehouse,7/29/2014,Self,VOD,Vodafone Group Public Limited Company (NASDAQ),Stock,Sale (Full),15001,--
61, Sheldon Whitehouse,7/29/2014,Self,LNKD,LinkedIn Corporation (NYSE),Stock,Sale (Full),15001,--
62, Sheldon Whitehouse,7/29/2014,Self,PANW,"Palo Alto Networks, Inc. (NYSE)",Stock,Purchase,1001,--
63, Sheldon Whitehouse,7/29/2014,Self,QLIK,"Qlik Technologies, Inc. (NASDAQ)",Stock,Purchase,1001,--
64, Sheldon Whitehouse,7/21/2014,Joint,MDP,Meredith Corporation (NYSE),Stock,Sale (Full),15001,--
65, Sheldon Whitehouse,7/21/2014,Joint,DE,Deere & Company (NYSE),Stock,Sale (Full),1001,--
66, Sheldon Whitehouse,7/21/2014,Joint,VOD,Vodafone Group Public Limited Company (NASDAQ),Stock,Sale (Full),1001,--
67, Sheldon Whitehouse,7/21/2014,Joint,MCHP,Microchip Technology Inc. (NASDAQ),Stock,Sale (Partial),15001,--
6862, Angus S King Jr.,11/5/2015,Spouse,QCOM,QCOM - Qualcomm Inc,Stock,Sale (Full),1001,--
6863, Angus S King Jr.,11/18/2015,Spouse,SIAL,SIAL - Sigma Aldrich Corp,Stock,Sale (Full),15001,Mandatory Cash Merger
6878, Angus S King Jr.,8/18/2020,Spouse,COP,ConocoPhillips,Stock,Sale (Full),1001,--
6879, Angus S King Jr.,8/18/2020,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Full),1001,--
6880, Angus S King Jr.,8/18/2020,Spouse,SLB,Schlumberger Limited,Stock,Sale (Full),1001,--
6881, Angus S King Jr.,8/18/2020,Spouse,VZ,Verizon Communications Inc.,Stock,Purchase,1001,--
6882, Angus S King Jr.,5/3/2017,Spouse,TGT,Target Corporation,Stock,Sale (Full),1001,--
6883, Angus S King Jr.,5/3/2017,Spouse,DIS,The Walt Disney Company,Stock,Sale (Partial),1001,--
6884, Angus S King Jr.,8/28/2018,Spouse,CB,Chubb Limited,Stock,Sale (Full),1001,--
6885, Angus S King Jr.,8/28/2018,Spouse,NKE,"NIKE, Inc.",Stock,Sale (Partial),1001,--
6887, Angus S King Jr.,10/19/2016,Spouse,GE,General Electric Company,Stock,Sale (Full),1001,--
6888, Angus S King Jr.,10/19/2016,Spouse,TEVA,Teva Pharmaceutical Industries Limited,Stock,Sale (Full),1001,--
6894, Angus S King Jr.,10/17/2018,Spouse,SLB,Schlumberger Limited,Stock,Sale (Partial),1001,--
6898, Angus S King Jr.,7/23/2019,Spouse,CMCSA,Comcast Corporation,Stock,Purchase,1001,--
6899, Angus S King Jr.,7/23/2019,Spouse,WAT,Waters Corporation,Stock,Sale (Partial),1001,--
6910, Angus S King Jr.,1/19/2016,Spouse,CB,CHUBB CORPORATION - CB,Stock,Exchange,1001,MANDATORY MERGER TO CHUBB LTD
6911, Angus S King Jr.,1/19/2016,Spouse,CB,Chubb Limited,Stock,Exchange,1001,MANDATORY MERGER FROM CHUBB CORPORATION
6912, Angus S King Jr.,3/5/2020,Spouse,WTRG,"Essential Utilities, Inc.",Stock,Sale (Full),1001,"WTR-Aqua America, Inc name change to WTRG-Essential Utilities, Inc on 2/3/2020."
6913, Angus S King Jr.,1/10/2019,Spouse,AXP,American Express Company,Stock,Sale (Partial),1001,--
6914, Angus S King Jr.,1/10/2019,Spouse,MKC,"McCormick & Company, Incorporated",Stock,Sale (Partial),1001,--
6915, Angus S King Jr.,1/10/2019,Spouse,UTX,United Technologies Corporation,Stock,Sale (Full),1001,--
6916, Angus S King Jr.,1/31/2019,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,1001,--
90, Sheldon Whitehouse,3/15/2017,Joint,--,"Raymond James Financial
Rate/Coupon: 6.9
Matures: 03/15/2042",Corporate Bond,Sale (Full),1001,Redemption
91, Sheldon Whitehouse,1/31/2014,Self,LOW,Lowe's Companies Inc. (NYSE),Stock,Purchase,1001,--
92, Sheldon Whitehouse,1/31/2014,Self,MO,Altria Group Inc. (NYSE),Stock,Purchase,1001,--
93, Sheldon Whitehouse,1/29/2014,Self,LNKD,LinkedIn Corporation (NYSE),Stock,Purchase,1001,--
94, Sheldon Whitehouse,2/10/2014,Joint,CMRE,Costamare Inc. (NYSE),Stock,Purchase,15001,--
95, Sheldon Whitehouse,2/10/2014,Joint,NEE,"NextEra Energy, Inc. (NYSE)",Stock,Purchase,15001,--
96, Sheldon Whitehouse,2/10/2014,Joint,V,Visa Inc. (NYSE),Stock,Purchase,15001,--
97, Sheldon Whitehouse,1/29/2014,Self,SYMC,Symantec Corporation (NASDAQ),Stock,Sale (Full),15001,--
98, Sheldon Whitehouse,1/29/2014,Self,BA,The Boeing Company (NYSE),Stock,Sale (Full),15001,--
99, Sheldon Whitehouse,2/10/2014,Joint,NSRGY,Nestl (OTC Markets),Stock,Sale (Partial),15001,--
100, Sheldon Whitehouse,2/10/2014,Joint,GIS,"General Mills, Inc. (NYSE)",Stock,Sale (Full),15001,--
101, Sheldon Whitehouse,2/10/2014,Joint,EMR,Emerson Electric Co. (NYSE),Stock,Sale (Full),1001,--
102, Sheldon Whitehouse,2/10/2014,Joint,AAPL,Apple Inc. (NASDAQ),Stock,Sale (Partial),15001,--
103, Sheldon Whitehouse,1/31/2014,Joint,CLX,The Clorox Company (NYSE),Stock,Sale (Full),15001,--
6919, Angus S King Jr.,7/14/2016,Spouse,EMC,EMC Corporation,Stock,Sale (Full),1001,--
6922, Angus S King Jr.,6/24/2021,Spouse,ADBE,Adobe Inc.,Stock,Purchase,1001,--
6923, Angus S King Jr.,6/24/2021,Spouse,TMO,Thermo Fisher Scientific Inc.,Stock,Purchase,1001,--
15562, Barbara Boxer,5/18/2016,Spouse,TWC,"TWC - Time Warner Cable, Inc.",Stock,Exchange,1001,Given
15563, Barbara Boxer,5/18/2016,Spouse,CHTR,"Charter Communications, Inc.",Stock,Exchange,1001,Received
636, Chris Van Hollen,2/17/2017,Self,T,AT&T Inc.,Stock,Sale (Full),1001,--
637, Chris Van Hollen,2/17/2017,Self,GE,General Electric Company,Stock,Sale (Full),15001,--
638, Chris Van Hollen,2/17/2017,Self,JNJ,JNJ-Johnson & Johnson,Stock,Sale (Full),1001,--
639, Chris Van Hollen,2/17/2017,Self,PEP,"Pepsico, Inc.",Stock,Sale (Full),15001,--
640, Chris Van Hollen,2/17/2017,Self,VZ,Verizon Communications Inc.,Stock,Sale (Full),1001,--
641, Chris Van Hollen,2/17/2017,Self,YUM,"Yum! Brands, Inc.",Stock,Sale (Full),1001,--
642, Chris Van Hollen,2/17/2017,Self,YUMC,"Yum China Holdings, Inc.",Stock,Sale (Full),1001,--
11427, Christopher A Coons,10/24/2018,Child,AAPL,Apple Inc.,Stock,Purchase,1001,--
11428, Christopher A Coons,11/5/2018,Child,AAPL,Apple Inc.,Stock,Sale (Partial),1001,--
11429, Christopher A Coons,3/19/2018,Child,NFLX,"Netflix, Inc.",Stock,Sale (Full),1001,--
11430, Christopher A Coons,7/18/2018,Child,NFLX,"Netflix, Inc.",Stock,Sale (Full),1001,--
11431, Christopher A Coons,10/24/2018,Child,NFLX,"Netflix, Inc.",Stock,Sale (Full),1001,--
11432, Christopher A Coons,8/23/2018,Child,NFLX,"Netflix, Inc.",Stock,Purchase,1001,--
122, Sheldon Whitehouse,5/29/2014,Self,SSYS,Stratasys Ltd. (NASDAQ),Stock,Purchase,1001,--
123, Sheldon Whitehouse,5/29/2014,Self,CHL,China Mobile Limited (NYSE),Stock,Purchase,1001,--
124, Sheldon Whitehouse,5/29/2014,Self,UL,Unilever plc (NYSE),Stock,Purchase,1001,--
125, Sheldon Whitehouse,5/29/2014,Child,ORCL,Oracle Corporation (NYSE),Stock,Purchase,1001,--
126, Sheldon Whitehouse,5/29/2014,Joint,RTN,Raytheon Co. (NYSE),Stock,Purchase,1001,--
127, Sheldon Whitehouse,9/4/2014,Self,APA,Apache Corp. (NYSE),Stock,Sale (Full),50001,--
128, Sheldon Whitehouse,9/16/2014,Self,SLB,Schlumberger Limited (NYSE),Stock,Sale (Full),15001,--
129, Sheldon Whitehouse,9/18/2014,Self,CY,Cypress Semiconductor Corporation (NASDAQ),Stock,Purchase,1001,--
130, Sheldon Whitehouse,9/18/2014,Self,AIG,"American International Group, Inc. (NYSE)",Stock,Purchase,1001,--
131, Sheldon Whitehouse,9/18/2014,Self,TU,TELUS Corporation (NYSE),Stock,Purchase,1001,--
132, Sheldon Whitehouse,9/18/2014,Self,ISIS,"Isis Pharmaceuticals, Inc. (NASDAQ)",Stock,Purchase,1001,--
133, Sheldon Whitehouse,9/18/2014,Self,EL,The Est (NYSE),Stock,Purchase,1001,--
134, Sheldon Whitehouse,9/18/2014,Self,PANW,"Palo Alto Networks, Inc. (NYSE)",Stock,Purchase,1001,--
135, Sheldon Whitehouse,9/18/2014,Self,VZ,Verizon Communications Inc. (NYSE),Stock,Purchase,1001,--
136, Sheldon Whitehouse,9/18/2014,Joint,CY,Cypress Semiconductor Corporation (NASDAQ),Stock,Purchase,1001,--
137, Sheldon Whitehouse,8/21/2014,Spouse,HYT,Blackrock Corporate High Yield (NYSE),Stock,Purchase,1001,--
138, Sheldon Whitehouse,8/27/2014,Child,ETN,Eaton Corporation plc (NYSE),Stock,Purchase,1001,--
139, Sheldon Whitehouse,9/16/2014,Child,SLB,Schlumberger Limited (NYSE),Stock,Sale (Full),15001,--
140, Sheldon Whitehouse,9/18/2014,Child,CY,Cypress Semiconductor Corporation (NASDAQ),Stock,Purchase,1001,--
141, Sheldon Whitehouse,9/18/2014,Child,CVS,CVS Caremark Corporation (NYSE),Stock,Purchase,1001,--
142, Sheldon Whitehouse,9/18/2014,Child,BMY,Bristol-Myers Squibb Company (NYSE),Stock,Purchase,1001,--
143, Sheldon Whitehouse,8/27/2014,Joint,ESS,Essex Property Trust Inc. (NYSE),Stock,Sale (Partial),15001,--
144, Sheldon Whitehouse,8/27/2014,Joint,HON,Honeywell International Inc. (NYSE),Stock,Sale (Partial),15001,--
145, Sheldon Whitehouse,9/3/2014,Joint,NOV,"National Oilwell Varco, Inc. (NYSE)",Stock,Sale (Full),15001,--
146, Sheldon Whitehouse,9/3/2014,Joint,SLB,Schlumberger Limited (NYSE),Stock,Sale (Full),15001,--
147, Sheldon Whitehouse,9/16/2014,Joint,NEE,"NextEra Energy, Inc. (NYSE)",Stock,Sale (Full),15001,--
6317, Claire McCaskill,11/7/2018,Spouse,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,1000001,--
13346, Daniel R Coats,1/26/2015,Joint,T,"AT&T, Inc.",Stock,Sale (Full),1001,--
13347, Daniel R Coats,2/22/2016,Spouse,ABBV,AbbVie Inc.,Stock,Sale (Full),50001,--
13348, Daniel R Coats,2/22/2016,Spouse,ALL,The Allstate Corporation,Stock,Sale (Full),50001,--
13349, Daniel R Coats,2/22/2016,Spouse,CASY,"Casey's General Stores, Inc.",Stock,Sale (Full),50001,--
13350, Daniel R Coats,2/22/2016,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Sale (Full),100001,--
13351, Daniel R Coats,2/22/2016,Spouse,ESRX,Express Scripts Holding Company,Stock,Sale (Full),15001,--
13352, Daniel R Coats,2/22/2016,Spouse,HD,"The Home Depot, Inc.",Stock,Sale (Full),100001,--
13353, Daniel R Coats,2/22/2016,Spouse,KMB,Kimberly-Clark Corporation,Stock,Sale (Full),15001,--
13354, Daniel R Coats,2/22/2016,Spouse,PSX,Phillips 66,Stock,Sale (Full),15001,--
13355, Daniel R Coats,2/22/2016,Spouse,RBC,Regal Beloit Corporation,Stock,Sale (Full),250001,--
13356, Daniel R Coats,2/22/2016,Spouse,T,AT&T Inc.,Stock,Sale (Full),15001,--
13357, Daniel R Coats,2/22/2016,Spouse,TGT,Target Corporation,Stock,Sale (Full),100001,--
13358, Daniel R Coats,2/22/2016,Spouse,ZBH,"Zimmer Biomet Holdings, Inc.",Stock,Sale (Full),50001,--
13359, Daniel R Coats,2/22/2016,Spouse,T.TO,TELUS Corporation,Stock,Sale (Full),15001,--
13360, Daniel R Coats,2/22/2016,Spouse,BANC,"Banc of California, Inc.",Stock,Sale (Full),50001,--
13362, Daniel R Coats,1/26/2016,Joint,T,"AT&T, Inc.",Stock,Sale (Full),1001,--
1249, Daniel S Sullivan,6/16/2020,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),50001,"The filer's portfolio is managed by a third party investment professional. The filer was advised of these transactions on July 7, 2020. This activity is part of an ongoing long term portfolio diversification strategy that regularly includes similar transactions."
1255, Daniel S Sullivan,2/27/2020,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),50001,"The filer's portfolio is managed by a third party investment professional. The filer was advised of these transactions on April 7, 2020. This activity is part of an ongoing long-term portfolio diversification strategy that regularly includes similar transactions."
1257, Daniel S Sullivan,5/22/2018,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),1001,--
1266, Daniel S Sullivan,5/18/2020,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),50001,"The filer's portfolio is managed by a third party investment professional. The filer was advised of these transactions on June 2, 2020. This activity is part of an ongoing long-term portfolio diversification strategy that regularly includes similar transactions."
1267, Daniel S Sullivan,3/28/2018,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),1001,Filer notified of transaction >45 days after it occurred.
1269, Daniel S Sullivan,10/25/2018,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),50001,--
1270, Daniel S Sullivan,3/19/2019,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),50001,--
1271, Daniel S Sullivan,10/8/2019,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),15001,--
173, Sheldon Whitehouse,2/5/2016,Spouse,--,"JPMORGAN CHASE & CO 6.12% FIXED
Rate/Coupon: 6.12%
Matures: 02/12/2056",Corporate Bond,Purchase,1001,--
1272, Daniel S Sullivan,9/25/2018,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),1001,--
1275, Daniel S Sullivan,3/5/2021,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),15001,"The filer's portfolio is managed by a third party investment professional. The filer was advised of these transactions on April 13, 2021. This activity is part of an ongoing long-term portfolio diversification strategy that regularly includes similar transactions"
2452, David A Perdue Jr,9/27/2017,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),1001,--
2453, David A Perdue Jr,9/27/2017,Joint,MYL,Mylan N.V.,Stock,Purchase,15001,--
2454, David A Perdue Jr,9/28/2017,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),1001,--
2455, David A Perdue Jr,9/29/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,1001,--
2456, David A Perdue Jr,9/1/2017,Joint,DWDP,DowDuPont Inc.,Stock,Exchange,15001,Senator Perdue's shares in E.I. Du Pont De Nemours were exchanged for DowDuPont shares.
2457, David A Perdue Jr,12/7/2016,Joint,DIS,The Walt Disney Company,Stock,Purchase,1001,--
2458, David A Perdue Jr,12/8/2016,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),1001,--
2459, David A Perdue Jr,12/9/2016,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),1001,--
2460, David A Perdue Jr,12/12/2016,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),1001,--
2461, David A Perdue Jr,12/12/2016,Joint,WMB,"The Williams Companies, Inc.",Stock,Purchase,1001,--
2462, David A Perdue Jr,12/12/2016,Joint,ETP,"Energy Transfer Partners, L.P.",Stock,Sale (Partial),1001,--
2463, David A Perdue Jr,12/13/2016,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),15001,--
2464, David A Perdue Jr,12/13/2016,Joint,EPD,Enterprise Products Partners L.P.,Stock,Sale (Partial),1001,--
2465, David A Perdue Jr,12/13/2016,Joint,EPD,Enterprise Products Partners L.P.,Stock,Sale (Partial),1001,--
2466, David A Perdue Jr,12/14/2016,Joint,OKS,"ONEOK Partners, L.P.",Stock,Purchase,1001,--
2467, David A Perdue Jr,12/15/2016,Joint,WMB,"The Williams Companies, Inc.",Stock,Purchase,15001,--
2468, David A Perdue Jr,12/16/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,1001,--
2469, David A Perdue Jr,12/16/2016,Joint,DIS,The Walt Disney Company,Stock,Purchase,1001,--
2470, David A Perdue Jr,12/16/2016,Joint,ENB,Enbridge Inc.,Stock,Purchase,1001,--
2471, David A Perdue Jr,12/22/2016,Joint,VSM,"Versum Materials, Inc.",Stock,Purchase,1001,--
2472, David A Perdue Jr,2/1/2019,Joint,ET,Energy Transfer LP,Stock,Purchase,1001,--
2473, David A Perdue Jr,2/1/2019,Joint,T,AT&T Inc.,Stock,Purchase,15001,--
2474, David A Perdue Jr,2/1/2019,Joint,BOIVF,Bollore,Stock,Purchase,1001,--
2475, David A Perdue Jr,2/1/2019,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,1001,--
2476, David A Perdue Jr,2/1/2019,Joint,FDC,First Data Corporation,Stock,Sale (Partial),15001,--
2477, David A Perdue Jr,2/4/2019,Joint,MPLX,MPLX LP,Stock,Purchase,1001,--
2478, David A Perdue Jr,2/5/2019,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,1001,--
2479, David A Perdue Jr,2/5/2019,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,1001,--
2480, David A Perdue Jr,2/5/2019,Joint,T,AT&T Inc.,Stock,Purchase,1001,--
2481, David A Perdue Jr,2/5/2019,Joint,FDC,First Data Corporation,Stock,Sale (Partial),15001,--
2482, David A Perdue Jr,2/5/2019,Joint,T,AT&T Inc.,Stock,Purchase,15001,--
2483, David A Perdue Jr,2/6/2019,Joint,T,AT&T Inc.,Stock,Purchase,1001,--
2484, David A Perdue Jr,2/6/2019,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,1001,--
2485, David A Perdue Jr,2/7/2019,Joint,AM,Antero Midstream Partners LP,Stock,Sale (Partial),1001,--
2486, David A Perdue Jr,2/7/2019,Joint,PAGP,"Plains GP Holdings, L.P.",Stock,Purchase,1001,--
2487, David A Perdue Jr,2/7/2019,Joint,BOIVF,Bollore,Stock,Purchase,1001,--
2488, David A Perdue Jr,2/7/2019,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,1001,--
2489, David A Perdue Jr,2/7/2019,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,1001,--
2490, David A Perdue Jr,2/7/2019,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001,--
2491, David A Perdue Jr,2/7/2019,Joint,PAGP,"Plains GP Holdings, L.P.",Stock,Purchase,1001,--
2492, David A Perdue Jr,2/7/2019,Joint,OKE,"ONEOK, Inc.",Stock,Sale (Partial),1001,--
2493, David A Perdue Jr,2/8/2019,Joint,LGF,Lions Gate Entertainment Corp.,Stock,Purchase,1001,--
2494, David A Perdue Jr,2/8/2019,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001,--
2495, David A Perdue Jr,2/8/2019,Joint,BOIVF,Bollore,Stock,Purchase,1001,--
2496, David A Perdue Jr,2/11/2019,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,1001,--
2497, David A Perdue Jr,2/12/2019,Joint,PG,The Procter & Gamble Company,Stock,Sale (Partial),15001,--
2501, David A Perdue Jr,2/19/2019,Joint,GM,General Motors Company,Stock,Sale (Partial),15001,--
2502, David A Perdue Jr,2/19/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),1001,--
2503, David A Perdue Jr,2/19/2019,Joint,HBI,Hanesbrands Inc.,Stock,Sale (Partial),15001,--
2504, David A Perdue Jr,2/19/2019,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),15001,--
